domanda,risposta_gold,risposta,rouge1,rouge2,rougeL,rougeLsum
Quali TOLC sono validi per iscriversi al Corso?,"Per questo corso a numero programmato per l’a.a. 2024/25 sono validi: TOLC in presenza (TOLC@UNI) svolti nel 2023, TOLC in presenza (TOLC@UNI) svolti nel 2024, TOLC@casa svolti nel 2023, TOLC@casa svolti nel 2024 solo per chi appartiene al contingente “non-UE residenti all’estero”",Non sono presenti informazioni specifiche sulle TOLC validi per iscriversi al Corso.,0.2222222222222222,0.0,0.12698412698412698,0.12698412698412698
Dove si svolge il TOLC?,"Puoi svolgere il TOLC in qualsiasi sede universitaria, anche diversa da quella in cui vuoi immatricolarti. Trovi date e sedi per sostenere il TOLC sul sito del CISIA. L’Università di Bologna organizza TOLC solo in presenza presso tutte le proprie sedi (Bologna, Cesena, Forlì, Ravenna, Rimini).",Non sono in grado di trovare informazioni sul TOLC nel contesto fornito.,0.13559322033898305,0.0,0.10169491525423728,0.10169491525423728
Come iscriversi al TOLC?,"Per sostenere il TOLC è necessario iscriversi con anticipo alle prove, sulla base delle scadenze definite dal CISIA.. L'iscrizione avviene online sul sito del CISIA e prevede il versamento di € 30. Verifica sul sito del CISIA: le date e le sedi alle quali puoi già iscriverti, la scadenza entro la quale devi iscriverti e i posti disponibili ",Non sono in grado di trovare informazioni sul TOLC nel contesto fornito.,0.08695652173913043,0.0,0.057971014492753624,0.057971014492753624
Cosa sono gli OFA?,"Per iscriverti al Corso è importante che tu possieda alcune conoscenze di base. La verifica delle conoscenze, le cui modalità sono dettagliate nella pagina Iscriversi al Corso, ha l’obiettivo di verificare che tu non abbia carenze significative in particolari discipline per cui è richiesta un'adeguata preparazione per  affrontare con profitto il Corso. Nel caso in cui dalla verifica emergessero lacune in uno o più argomenti potrai comunque immatricolarti, ma dovrai svolgere alcune attività supplementari, denominate appunto Obblighi Formativi Aggiuntivi (OFA).","Gli Obblighi Formativi Aggiuntivi (OFA) sono attività supplementari che gli studenti possono dover svolgere se, durante la verifica delle conoscenze, emergono carenze significative in particolari discipline.",0.339622641509434,0.2115384615384615,0.18867924528301888,0.18867924528301888
Cosa succede se si deve modificare appello di laurea?,"Lo studente che non riesce a laurearsi nell'appello scelto deve chiedere l'annullamento della domanda di laurea alla segreteria studenti (a.barbieri@unibo.it) e ripresentarla online per un appello successivo, entro le scadenze per questo previste. Se lo studente cambia appello di laurea all’interno dello stesso anno accademico (da giugno marzo dell’anno successivo) non deve ripagare alcuna tassa. Il rinnovo della domanda di laurea per laurearsi in un anno accademico successivo a quello della prima presentazione, comporta un ulteriore pagamento della marca da bollo da €16 una volta annullata la prima domanda, in fase di inserimento della domanda all’appello di interesse.","Se dovessi modificare l'appello di laurea, dovrai svolgere alcune attività supplementari denominate Obblighi Formativi Aggiuntivi (OFA) e, nell'anno successivo d'immatricolazione, sarai iscritto.",0.13740458015267173,0.04651162790697674,0.0916030534351145,0.0916030534351145
Cosa fare durante il tirocinio?,"Dovrai compilare il registro delle ore di presenza che devono rientrare nel periodo di svolgimento autorizzato. Nel caso di variazioni (es. sospensione, annullamento, etc.) del programma approvato dovrai comunicarle via e-mail all’Ufficio Tirocini e in copia al Tutor Accademico e al Tutor del Soggetto ospitante. In caso di trasferte presso sedi non indicate nel programma approvato, per estendere le coperture assicurative devi mandare preventivamente e-mail al Tutor Accademico - e in copia al Tutor del Soggetto ospitante e all’Ufficio Tirocini -  e attendere la sua autorizzazione via email. Durante tutto lo svolgimento del tirocinio sarai coperto da un’assicurazione contro gli infortuni sul lavoro e per la responsabilità civile. Per maggiori informazioni sulle coperture consulta la pagina del Servizio di Assicurazione.","Durante il tirocinio, potrai svolgere alcune attività supplementari denominate Obblighi Formativi Aggiuntivi (OFA), se non hai completato tutti gli argomenti.",0.06993006993006994,0.0,0.04195804195804196,0.04195804195804196
La frequenza delle lezioni è obbligatoria?,"La frequenza delle lezioni non è obbligatoria ma è fortemente consigliata. Moltissimi studenti sostengono che partecipare con continuità alle lezioni rende più fruttuoso e veloce il percorso di studi. Se sei iscritto al primo anno, parti con il piede giusto! L’ingresso all'Università rappresenta un cambio nella modalità di studio e verifica. Prendere da subito il ritmo è fondamentale per non trovarsi, già alla fine del primo anno, in ritardo con l’acquisizione dei crediti formativi (cfu). Alcuni buoni motivi per frequentare le lezioni: La guida e il supporto di un docente sono fondamentali per arricchire e completare l’apprendimento. Imparare non vuol dire studiare passivamente ma far emergere le nostre potenzialità attraverso l’interazione.Durante tutto il percorso formativo cresciamo, miglioriamo e costruiamo i nostri progetti attraverso il confronto con altre persone. Potrai collaborare con i compagni di corso, organizzare gruppi di studio, confrontare appunti sulle varie materie d'esame, condividere esperienze e strategie per preparare gli esami. Un’opportunità preziosa che vale la pena cogliere.Mentre siamo in aula stiamo già studiando, così ci prepariamo senza perdere mai il ritmo! Per gli insegnamenti di carattere pratico come laboratori e tirocini è fondamentale essere presenti e attivi in prima persona.",Non è presente alcuna informazione sul fatto che la frequenza delle lezioni sia obbligatoria.,0.06635071090047394,0.028708133971291867,0.04739336492890995,0.04739336492890995
Che cosa è la formazione obbligatoria su sicurezza e salute?,"Si tratta di corsi di formazione sulla salute e sicurezza nei luoghi di lavoro previsti dal Decreto Legislativo 81/2008. Il percorso formativo è obbligatorio e si articola in: Formazione generale: Modulo 1, Formazione specifica rischio basso: Modulo 2, Formazione specifica rischio medio: Modulo 2 + Modulo 3, Formazione specifica rischio alto: Modulo 2 + Modulo 3 + Modulo 4",Non è presente nella risposta.,0.0,0.0,0.0,0.0
A chi è rivolta la formazione obbligatoria su sicurezza e salute?,"A tutti gli studenti che, durante il percorso di studio, svolgono un tirocinio, la tesi o un'attività in un laboratorio di qualsiasi tipo. ",La formazione obbligatoria su sicurezza e salute è rivolta a tutti gli studenti che frequentano il Corso di laurea in Matematica.,0.4090909090909091,0.1904761904761905,0.3636363636363636,0.3636363636363636
Il piano di studi può essere modificato?,"Sì, il piano di studi può essere sempre modificato nelle finestre indicate al link sopra.","Sì, il piano di studi può essere modificato.",0.6956521739130436,0.5714285714285714,0.6956521739130436,0.6956521739130436
Come influiscono gli esami opzionali sulla media? ,Gli esami opzionali incidono sulla media allo stesso modo degli esami obbligatori (media = media voti pesata con CFU) .,Non sono presenti informazioni sulle modalità di calcolo della media e sull'influsso degli esami opzionali.,0.23529411764705882,0.125,0.17647058823529413,0.17647058823529413
Quanti esami si devono scegliere e quanti si possono scegliere?,"Devono essere scelti 12 CFU dalla lista di esami che viene fornita nel piano didattico e altri 12 CFU relativi ad un qualunque corso nell'Ateneo (gli esami tipo ""Imprenditorialità"", ""Information Literacy"", ecc. possono essere inseriti all'interno di tale lista di esami).I 12 CFU relativi ad un qualunque corso nell'Ateneo, sono un limite dal basso. E' quindi possibile scegliere più esami e ""sforare"" la soglia dei 12 CFU, senza però superare i 50 CFU. Tra i 12 (o più) CFU relativi ad un qualunque corso nell'Ateneo possono essere inseriti anche dei corsi nella lista degli opzionali proposti (i corsi opzionali proposti sono ovviamente inclusi tra tutti i corsi dell'Ateneo, per definizione).",Non sono presenti informazioni sul numero di esami che si devono scegliere e su quelli che si possono scegliere.,0.11851851851851851,0.03007518796992481,0.08888888888888889,0.08888888888888889
Tra gli esami scelti quanti si devono sostenere?,"Devono essere sostenuti tutti gli esami inseriti nei 12 CFU dei corsi opzionali proposti e un numero di esami tale per arrivare a 12 CFU tra quelli scelti nell'Ateneo. Se quindi si sono scelti più di 12 CFU nella lista di corsi qualunque nell'Ateneo, non è necessario sostenerli tutti.",Non sono presenti informazioni sul numero di esami che si devono sostenere.,0.22580645161290325,0.06666666666666667,0.12903225806451613,0.12903225806451613
Esami da altri Corsi di Laurea: quali si possono scegliere?,"Può essere scelto un qualunque altro esame all'interno dell'Ateneo quando si scelgono i 12 CFU relativi ad esami all'interno dell'Ateneo, con alcune restrizioni:1) non si possono scegliere singoli moduli di insegnamenti integrati. Gli insegnamenti vanno inseriti interamente. 2) possono essere inseriti solamente insegnamenti di Lauree Triennali (non è possibile scegliere insegnamenti di livello magistrale).",Non sono presenti informazioni specifiche sulle opzioni di esami da altri Corsi di Laurea che si possono scegliere.,0.1842105263157895,0.05405405405405405,0.10526315789473684,0.10526315789473684
A chi compete formare il tirocinante in materia di Sicurezza?,"La verifica circa la formazione generale e/o specifica in materia di Sicurezza per gli studenti in tirocinio presso Soggetti esterni compete alle Aziende/Enti ospitanti, che conoscono il proprio grado di rischio interno. È anche possibile richiedere agli studenti di presentare gli attestati sulla Sicurezza eventualmente già svolti tramite Unibo e/o a titolo personale, se idonei ed in corso di validità.",Non sono in grado di trovare informazioni sul tirocinante in materia di Sicurezza.,0.18666666666666668,0.1095890410958904,0.13333333333333333,0.13333333333333333
Sede operativa (principale) del tirocinio e trasferte/uscite; che accorgimenti?,"Il programma di tirocinio deve riportare l’indirizzo della sede operativa del tirocinio ed il relativo Stabilimento/Reparto/Ufficio. Eventuali altre sedi secondarie già note e necessarie per lo svolgimento delle attività di tirocinio devono essere indicate nel programma entro i campi designati, riportandone l’indirizzo ed il nome della Struttura. Si raccomanda inoltre di dettagliare il più possibile le modalità di svolgimento delle uscite in campo programmate (es: specificare luogo/aree di interesse e se il tirocinante sarà accompagnato negli spostamenti e supervisionato dal tutor anche in loco).","Mi dispiace, ma non ho trovato informazioni specifiche sulla sede operativa (principale) del tirocinio e trasferte/uscite nel testo fornito.",0.12844036697247707,0.037383177570093455,0.11009174311926605,0.11009174311926605
