domanda,risposta_gold,risposta
"Come, dove e quando si possono reperire i libri di testo?",Tutto il materiale utile alla preparazione degli esami è indicato dal docente sulla pagina dedicata all’insegnamento. Non è necessario acquistare alcun libro di testo prima dell’inizio delle lezioni. Tutti i libri di testo sono reperibili presso le biblioteche dei Dipartimenti di Scienze Economiche e di Scienze Statistiche.," I libri di testo possono essere reperiti presso le biblioteche dei Dipartimenti di Scienze Economiche e di Scienze Statistiche. Non è necessario acquistarli prima dell'inizio delle lezioni, ma sono disponibili anche online attraverso il link UniboStore (https://www.unibostore.it/). I libri potrebbero essere necessari per prepararsi alle prove orali e scritte, che si svolgono rispettivamente al mattino dalle 10:00 alle 12:00 in Studio 60 e al pomeriggio dalle 14:30 alle 16:30 nello stesso studio."
Cosa sono gli OFA?,"Per immatricolarti ai Corsi di Laurea e Laurea Magistrale a ciclo unico sono richieste alcune conoscenze di base. La verifica delle conoscenze attraverso il TOLC-E ha l’obiettivo di verificare che tu non abbia carenze significative nelle particolari discipline di cui è richiesta un'adeguata preparazione per affrontare con profitto il corso di studio prescelto. La verifica delle conoscenze è solitamente un test o una prova. Nel caso in cui dalla verifica emergessero lacune in uno o più argomenti ti potrai comunque iscrivere, ma dovrai svolgere alcune attività supplementari, denominate appunto Obblighi Formativi Aggiuntivi (OFA)."," Gli OFA sono Obblighi Formativi Aggiuntivi, costituiti da attività supplementari che lo studente deve svolgere qualora non sia in possesso delle conoscenze di base richieste dal Corso di Laurea o Laurea Magistrale. La verifica delle conoscenze ha l'obiettivo di verificare che tu non abbia carenze significative nelle particolari discipline di cui è richiesta un'adeguata preparazione per affrontare con profitto il corso di studio prescelto. Per superare l'OFA, gli studenti devono frequentare corsi tenuti da tutor e superare una prova. La frequenza non è obbligatoria ma fortemente consigliata."
Come fare per assolvere gli OFA?,L’obbligo formativo nelle competenze logico-matematiche e/o di quelle di lingua italiana si considera assolto quando lo studente abbia superato la relativa prova. Vengono organizzati dei corsi tenuti da Tutor per aiutare nella preparazione della prova. La frequenza non è obbligatoria ma fortemente consigliata.," Per assolvere gli OFA, è organizzato un corso tenuto da un tutor. La frequenza di questi corsi non è obbligatoria ma fortemente consigliata. Inoltre, lo studente può utilizzare l'Applicativo AlmaMathematica, disponibile tra fine giugno e inizio luglio e settembre, per sostenere una prova di assolvimento. La prova è finalizzata entro il 31 marzo 2026. Se non si supera la prova, si dovrà iscriversi come ripetente."
Entro quando è possibile assolvere gli OFA?,Per gli studenti iscritti all’anno accademico 22/23 la scadenza per il conseguimento dell’OFA è posticipata al 31 marzo 2024., Entro il 31 marzo 2025.
Come funziona l’attività di supporto per l’assolvimento degli OFA di matematica?,Sono organizzate attività di tutorato in cui gli studenti avranno la possibilità di sostenere una prova di assolvimento dell’OFA attraverso l’Applicativo AlmaMathematica che sarà organizzata tra fine giugno/inizio luglio e settembre. Durante il periodo di tutorato lo studente ha la possibilità di esercitarsi attraverso l’applicativo AlmaMathematica. E’ fortemente consigliata la frequenza al tutorato.," Gli studenti iscritti all'anno accademico 22/23 possono assolvere gli OFA di matematica attraverso un corso di tutorato organizzato tramite l'Applicativo [AlmaMathematica](http://almaorienta.unibo.it/AlmaMathematica?target=futuri-studenti). La prova si svolge tra fine giugno/inizio luglio e settembre, e la frequenza non è obbligatoria ma fortemente consigliata."
Quali sono gli ambiti in cui è possibile avere un supporto per gli studenti con disabilità e con DSA?,"- Adattamento delle lezioni: È possibile registrare le lezioni, chiedere i materiali e le slide in anticipo o cambiare, ove possibile, l'aula di lezione se non è accessibile.
- Tutorato per lo studio: Il servizio è gestito tramite tutor alla pari (studenti di Laurea Magistrale) che supportano nella preparazione degli esami. 
- Materiale didattico in formato alternativo: Contattare: abis.testidigitali@unibo.it
- Sostenere esami: È possibile concordare delle agevolazioni per sostenere gli esami di profitto (sono necessari 15 giorni di preavviso rispetto alla data dell’appello).
- Adattamenti idoneità linguistica: CLA : È possibile concordare delle agevolazioni (es. tempo aggiuntivo del 50%, tutor lettore e/o scrittore) con un preavviso di almeno 15 giorni."," Gli ambiti in cui è possibile avere un supporto per gli studenti con disabilità e con DSA includono l'**adattamento delle lezioni**, dove è possibile registrare le lezioni in anticipo, cambiare lallezioni se non accessibili, e ottenere assistenza come assistenza per la lettura del testo, calcolatrice non scientifica, e altro. Inoltre, è possibile richiedere **ausili necessari** e **tempi aggiuntivi** per persone con DSA, altri disturbi evolutivi specifici e patologie, o per persone con invalidità civile e/o handicap ai sensi della L. 104 /1992. Per richiedere questi adattamenti e supporti, è necessario possedere documentazione come la diagnosi di Disturbi Specifici dell’Apprendimento (DSA), certificazione di invalidità civile, o documentazione medica specialistica attestante la presenza di condizioni di salute."
Quando si compila il piano di studi?,"Ci sono due finestre annue di apertura per la compilazione, indicativamente tra ottobre-novembre e febbraio-marzo.", Il piano di studi deve essere compilato e presentato durante le finestre di compilazione specificate: dal 30 settembre al 22 novembre 2024 e dal 3 febbraio al 21 marzo 2025.
Che cos’è il piano di studi e chi deve presentarlo?,"Il piano di studio è l'insieme di tutti gli esami che devi sostenere per poterti laureare. Alcuni esami sono obbligatori, mentre altri sono a scelta. Va presentato quando il piano didattico prevede un gruppo di scelta, nel caso di SVIC gli studenti del primo anno non lo devono presentare, mentre gli studenti del secondo e terzo anno sì.
Nota bene: La mancata presentazione del piano di studi prevede l’inserimento degli esami a scelta individuati annualmente nel piano di studi statutario. Tali esami possono eventualmente essere sostituiti dallo studente nei tempi indicati dall’amministrazione."," Il piano di studi è l'insieme di tutti gli esami che un studente deve sostenere per laurearsi. Può presentare il piano di studi chi è regolarmente iscritto, in regola con il pagamento delle tasse universitarie e in possesso del permesso di soggiorno in corso di validità, incluso chi è iscritto in fuori corso, ma solo se intende laurearsi a partire dal primo appello estivo 2025. Chi si immatricola dopo il secondo anno fuori corso non può modificare il piano di studi.
"
"Ho già presentato il piano di studi online ma vorrei apportare delle modifiche, posso farlo?","Sì, il piano di studi può essere modificato più volte nel periodo di apertura. Non è possibile modificarlo se è già scaduto il termine previsto. Gli studenti che si iscrivono fuori corso possono modificare il piano di studi solo se intendono laurearsi a partire dal primo appello estivo. Chi ritiene di potersi laureare entro la sessione di marzo dell'anno successivo non può modificare il piano di studi."," Gli studenti possono effettuare modifiche solo una volta al loro piano di studi online, ma non più di 3 modifiche nell'intera durata della mobilità. Se intendi laurearsi a partire dal primo appello estivo 2025, potrai modificare il piano di studi. Tuttavia, se ritieni di poterti laureare entro la sessione di marzo 2024, non sarai in grado di modificare il piano di studi.

Se hai bisogno di ulteriori informazioni o chiarimenti, puoi seguire gli incontri online organizzati per presentare il percorso e chiarirne le caratteristiche.

Nota: le modifiche devono essere effettuate entro le prime settimane di lezione e una volta completato il Learning Agreement online. Dopo le modifiche, è consigliato inviare una copia del piano di studi modificato a _didatticasociale.svic@unibo.it_ per la verifica."
Chi deve presentare il piano di studi con modulo cartaceo?,"Chi intende sostenere un esame relativo ad un insegnamento non previsto tra quelli individuati dal Consiglio di Corso di Studio deve presentare una richiesta al Consiglio nei termini previsti dall’amministrazione presentando il piano di studi con modulo cartaceo. Il Consiglio valuterà la coerenza della scelta con il percorso formativo dello studente. Vedi domanda 5 e 6. Inoltre deve presentare il modulo cartaceo chi proviene da Trasferimento, Passaggio, Opzione e chi si immatricola in seguito a Decadenza, o a Rinuncia, o come Laurea successiva alla prima e deve convalidare degli esami sostenuti in a.a. precedenti."," Chi proviene da Trasferimento, Passaggio, Opzione e chi si immatricola in seguito a Decadenza, o a Rinuncia, o come Laurea successiva alla prima, deve presentare il piano di studi con modulo cartaceo."
Posso inserire nel piano di studi un insegnamento di un altro dipartimento?,"Sì, tra i CFU a scelta libera si può scegliere un insegnamento appartenente ad un qualsiasi Corso di laurea triennale (n.b. non è possibile sceglierlo da un Corso di laurea a ciclo unico). Ma è necessario che sia valutato coerente con il proprio Corso di appartenenza. Vedi domanda 6 per conoscere la procedura."," No, è necessario prima chiedere una approvazione formale all'Ufficio di Mobilità Internazionale. Se l'approvazione viene concessa, è possibile inserire lallezioni di un altro dipartimento, ma solo per il semestre corrispondente."
Cosa devo fare per inserire in piano di studi un insegnamento di un altro Corso?,"Se vuoi inserire in piano di studio che non appartiene a SVIC, ma ad un altro dipartimento è necessario seguire una procedura specifica. Innanzitutto è necessario rivolgersi alla Segreteria del Corso dal quale si vuole scegliere l'insegnamento e chiedere il nulla-osta per l'inserimento. Se questo viene concesso è necessario inviare copia dell'email a didatticasociale.svic@unibo.it e seguire la procedura che verrà indicata. Una volta compilati e inviati a didatticasociale.svic@unibo.it i moduli richiesti bisognerà attendere l'approvazione del coordinatore di Corso. Successivamente la Segreteria di SVIC provvederà a caricare il piano di studi online."," Per inserire un insegnamento di un altro Corso, devi prima rivolgerti alla Segreteria del Corso di cui si tratta e chiedere il nulla-osta. Se ottenuto, invia una copia dell'email a didatticasociale.svic@unibo.it e seguire la procedura indicata. Una volta compilati e inviati i moduli a didatticasociale.svic@unibo0.it. Ricorda che ogni selezione permette di immatricolarsi a un solo corso, quindi se desideri più corsi, è necessario partecipare a selezioni successive."
Non riesco a compilare il piano di studi online: a chi devo rivolgermi?,"Prima di tutto occorre verificare di essere in regola con il pagamento delle tasse universitarie: se non si è in regola con il pagamento non è possibile presentare il piano di studi. Si ricorda che chi proviene da Trasferimento, Passaggio, Opzione e chi si immatricola in seguito a Decadenza, o a Rinuncia, o come Laurea successiva alla prima e deve convalidare degli esami sostenuti in a.a. precedenti, deve presentare il piano di studi con modulo cartaceo. Se non rientri nei casi elencati: contattare la Manager Didattica del corso, via mail didatticasociale.svic@unibo.it o al numero 051/2092823."," Se hai bisogno di chiarimenti, puoi contattare Sofia Fabbri tramite e-mail: sofia.fabbri16@unibo.it. In alternativa, puoi inviare una copia del tuo email a didatticasociale.svic@unibo0.it e seguire la procedura indicata. Una volta compilati e inviati, dovrai attendere l'approvazione del coordinatore di Corso. La Segreteria di SVIC provvederà poi a caricare il piano di studi online."
"Se ho modificato il mio piano di studi inserendo dei nuovi corsi, qual è la prima sessione utile per poter sostenere gli esami associati?","Prima di poter sostenere un esame bisogna aver acquisito la frequenza del corso associato. Quindi, in generale, la prima sessione utile per sostenere un esame è quella immediatamente successiva all'erogazione del corso associato, dal momento in cui l'esame è stato inserito nel piano di studio."," La prima sessione utile per sostenere gli esami associati è quella immediatamente successiva all'erogazione del corso associato. Tuttavia, se hai modificato il piano di studi inserendo nuovi corsi, è importante contattare la Manager Didattica del corso per sapere le nuove regole. Puoi contattare via email [didatticasociale.svic@unibo.it](mailto:cristina.arenare2@unibo.it) o al numero 051/2092823. Ricorda che gli orari e i programmi dei corsi potrebbero subire dei cambiamenti nei giorni precedenti l’inizio del semestre.

Se non sei un studente del primo anno, e hai modificato il piano di studi, non puoi fornire una data precisa senza ulteriori informazioni. È essenziale contattare la Manager Didattica del corso per conoscere le specifiche per la tua situazione.

Se non sei nel primo anno e non hai modificato il piano di studi, la prima sessione utile sarebbe la successiva all'erogazione del corso associato, ma con modifiche al piano di studi, la situazione potrebbe variare.

Se non conosco le modifiche apportate al piano di studi, non posso fornire una risposta precisa. Deve essere consultato la Manager Didattica del corso.

(Nota: Poiché le informazioni aggiuntive non sono fornite, la risposta si basa sulle linee guida generali presentate nel contesto. Per una risposta precisa, è necessario contattare la Manager Didattica del corso.)



(Nota: La risposta non include numeri o statistiche poiché non erano presenti nel contesto originale. La risposta è generata in base alle informazioni fornite.)

"
Posso inserire un esame in piano di studi a ottobre e sostenerlo a gennaio anche se le lezioni si svolgono nel secondo semestre?,"No, perché gli esami non possono essere sostenuti prima che si siano svolte le lezioni di quella materia dell’anno accademico in cui l’esame viene inserito in piano di studi."," No, non puoi inserire e sostentare l'esame a ottobre e sostantarlo a gennaio se le lezioni si svolgono nel secondo semestre. Secondo il contesto, le lezioni secondo semestre si svolgono da Lun 29.01.2024 a Ven 31.05.2024, e gli esami estivi si svolgono da Lun 03.06.2024 a lun 26.07.2024. Quindi, se vuoi sostentare un esame, devi farlo entro la finestra di compilazione online che apre il 2 ottobre 2023, e lo esame si svolgerà dopo le lezioni del secondo semestre."
Ho nel mio piano di studio un esame che adesso risulta essere uno dei moduli di in corso integrato. Posso ancora sostenerlo?,"Se l'esame è stato inserito nel piano di studio quando il corso non era un modulo, ma un corso a sé stante, lo studente ha sempre il diritto a sostenerne l'esame e registrarlo come tale."," No, non puoi ancora sostenerlo. Secondo il contesto, non è possibile inserire singoli moduli di un corso integrato nel piano di studi. Fanno eccezione gli studenti _Erasmus Incoming_."
"Se intendo laurearmi a marzo, posso cambiare il piano di studi in ottobre dell’anno solare precedente?","No, perché per cambiare il piano di studi è necessario iscriversi all’anno accademico in corso e questo è incompatibile con la laurea nella terza sessione dell’anno accademico precedente (ovvero Marzo)."," No, non puoi modificare il piano di studi in ottobre dell'anno solare precedente se intendi laurearti a marzo. Secondo il contesto, chi intende laurearsi entro la sessione di marzo dell'anno successivo non può modificare il piano di studi. La possibilità di modificare il piano di studi è prevista solo per gli studenti fuori corso che intendono laurearsi a partire dal primo appello estivo."
Posso inserire un esame in piano di studi a febbraio e sostenere l’esame a maggio anche se le lezioni si sono svolte al primo semestre?,Sì.," No, non puoi inserire un esame in piano di studi a febbraio e sostenere l'esame a maggio se le lezioni si sono svolte al primo semestre. Secondo il contesto, le lezioni secondo semestre si svolgono da Lun 29.01.2024 a Ven 31.05.2024, e quindi gli esami inseriti nel piano di studio devono essere sostenuti dopo queste lezioni."
Posso cambiare il piano di studi se sono fuori corso?,"Sì, ma solo nel primo anno di fuori corso con le stesse regole degli altri studenti. Negli anni fuori corso successivi il piano di studi non è modificabile."," Sì, puoi modificare il piano di studi se sei fuori corso, ma solo nel primo anno. Negli anni fuori corso successivi la modifica non è possibile. Questo è specificato nel contesto come: ""Sì, ma solo nel primo anno di fuori corso con le stesse regole degli altri studenti. Negli anni fuori corso successivi il piano di studi non è modificabile."""
"Un corso mi interessa, ma è un modulo di un corso integrato. Posso inserire solo questo modulo nel mio piano di studi?","No, non è possibile inserire singoli moduli di un corso integrato nel piano di studi. Fanno eccezione gli studenti Erasmus Incoming."," No, non è possibile inserire singoli moduli di un corso integrato nel piano di studi. Fanno eccezione gli studenti Erasmus Incoming.

Quando si tratta di inserire corsi di altri dipartimenti o campus, è necessario seguire una procedura specifica, che include la richiesta di nulla-osta e l'invio di una copia dell'email a didatticasociale.svic@unibo.it.

Per quanto riguarda gli esami, se l'esame è stato inserito nel piano di studio quando il corso non era un modulo, ma un corso a sé stante, lo studente ha il diritto di sostenerne l'esame e registrarlo come tale."
"Svolgerò un periodo di studi all’estero (Erasmus, Overseas…), devo presentare il piano di studi?","Il piano di studi deve essere presentato secondo le modalità e le scadenze previste per il corso di studi, indipendentemente dal periodo di mobilità. In sede di compilazione, è possibile scegliere esami Unibo non corrispondenti a quelli che si intendono sostenere all’estero e che eventualmente non hanno una corrispondenza precisa presso Unibo, purché questi siano esami a scelta libera. Si richiede invece una maggiore corrispondenza nel caso in cui gli esami da sostenere nel periodo all’estero facciano parte del gruppo di esami obbligatori presenti nel rispettivo piano di studi. Qualora l’esame non venga sostenuto nel periodo di studi all’estero si renderà necessario sostenere il suo corrispettivo, inserito nel piano di studi originario, una volta rientrati presso l’Ateneo di Bologna."," Sì, dovrai presentare il piano di studi per il periodo di Erasmus o mobilità all'estero. Il piano deve includere un elenco di attività individuate presso la sede partner (non definitivo), motivazioni accademiche e culturali, eventuali esperienze di studio/lavoro all'estero, eventuale certificato lingua e altre eventuali attestazioni. Assicurati di avere anche una copia del permesso di soggiorno per equiparare la tua carriera pregressa. Presenta i documenti necessari presso la Segreteria degli studenti internazionali di Bologna o del tuo campus."
