domanda,risposta_gold,risposta,se_corretta
"Per partecipare alla seconda selezione per l'ammissione ai corsi, qual è il periodo di candidatura?","A. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","B.
    Dal 4 marzo 2024 al 30 aprile 2024, ore 13.00.",False
"Secondo le istruzioni fornite, quando è necessario inviare l'attestato TOLC alla Segreteria Studenti?",A. Solo se non è possibile ricevere automaticamente il TOLC associato al tuo nominativo.,"A
    The text of the correct answer is: Solo se non è possibile ricevere automaticamente il TOLC associato al tuo nominativo.",True
"Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che devono concorrere con i cittadini UE, per la prima selezione?",A. 22/04/2024,"D
    The text of the correct answer is: 30/04/2024",False
"Per il corso di Scienze Biologiche, quale peso viene attribuito al punteggio ottenuto nella sezione di Matematica del TOLC-I?",D. 0.75,"D
    D. 0.75",True
In quale caso un candidato otterrà un Obblighi Formativi Aggiuntivi (OFA) durante la seconda selezione?,"A. Se il punteggio TOLC-I è inferiore a 19 per Matematica o inferiore a 11 per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.","A.
    The text of the correct answer is: Se il punteggio TOLC-I è inferiore a 19 per Matematica o inferiore a 11 per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.",True
Cosa succede se un candidato è stato classificato come “Vincitore” nella graduatoria del corso di riserva ma anche come “Idoneo” nel corso di maggior interesse durante la seconda selezione?,"C. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il suo interesse per un possibile spostamento nel corso di maggior interesse.","C
    The text of the correct answer is: ""Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il suo interesse per un possibile spostamento nel corso di maggior interesse.""",True
"Se sei stato classificato come “Idoneo” in entrambi i corsi di studi scelti, cosa puoi fare?",D. Dichiarare il tuo interesse al recupero per entrambi i corsi seguendo le indicazioni della Sezione 4.5.,"D
    The text of the correct answer is: Dichiarare il tuo interesse al recupero per entrambi i corsi seguendo le indicazioni della Sezione 4.5.",True
"In quale periodo è possibile dichiarare l'interesse al recupero per la prima selezione, secondo recupero?",D. Dal 27 maggio 2024 al 30 maggio 2024,"C
    Dal 16 maggio 2024 al 23 maggio 2024",False
Quando è possibile dichiarare l'interesse allo spostamento al corso di maggior interesse dopo la prima selezione?,C. Dal 27 maggio 2024 al 30 maggio 2024,"C
    The text of the correct answer is: Dal 27 maggio 2024 al 30 maggio 2024.",True
"In quale periodo è possibile richiedere lo spostamento per la prima selezione, secondo spostamento?",C. Dal 27 maggio 2024 al 30 maggio 2024,"C
    The text of the correct answer is: Dal 27 maggio 2024 al 30 maggio 2024",True
"Qual è la data limite per l'immatricolazione per i vincitori della prima selezione, se si è ottenuto un posto tramite il recupero?",B. Dal 30 maggio 2024 al 10 giugno 2024,"D
    The text of the correct answer is: Dal 16 maggio 2024 al 23 maggio 2024",False
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,A. 28 febbraio 2025,"B
    B. 7 ottobre 2024",False
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,A. 28 novembre 2024,A. 28 novembre 2024,True
Entro quando è necessario presentare la domanda di passaggio di corso per chi ha ottenuto un posto tramite la prima selezione?,D. tra il 25 luglio 2024 e il 26 agosto 2024,"B
    B. tra il 16 maggio 2024 e il 23 maggio 2024",False
In quale periodo è possibile richiedere il passaggio di corso per la seconda selezione?,D. Tra il 25 luglio 2024 e il 30 luglio 2024 (per chi ha ottenuto un posto a seguito di recupero: tra il 1° agosto 2024 e il 26 agosto 2024 – per il primo recupero – o tra il 29 agosto 2024 e il 3 settembre 2024 – per il secondo recupero),"D.
    The text of the correct answer is: Tra il 25 luglio 2024 e il 30 luglio 2024 (per chi ha ottenuto un posto a seguito di recupero: tra il 1° agosto 2024 e il 26 agosto 2024 – per il primo recupero – o tra il 29 agosto 2024 e il 3 settembre 2024 – per il secondo recupero)",True
"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, qual è il periodo di riferimento per i CFU validi?",A.  dal 11/08/2022 al 10/08/2023,"D
    The text of the correct answer is: dal 11/08/2023 al 10/08/2024",False
"Qual è la data limite per l'immatricolazione a seguito del primo recupero per gli studenti classificati ""I doneo"" nella seconda selezione?",D. Dal 1° agosto 2024 al 26 agosto 2024,"C
    C: Dal 27 maggio 2024 al 30 maggio 2024",False
"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale entro cui i CFU devono essere stati acquisiti?",D. Dal 1° agosto 2023 al 10 agosto 2024,"D
    The text of the correct answer is: Dal 1° agosto 2023 – 10/08/2024.",True
Qual è la data limite per la presentazione dell'ISEE per poter beneficiare di eventuali agevolazioni universitarie?,"C.  Non è specificata una data limite precisa per la presentazione dell'ISEE, ma si sottolinea l'importanza di presentarlo entro le scadenze previste per evitare di perdere eventuali agevolazioni.","C
    The text of the correct answer is: ""Non è specificata una data limite precisa per la presentazione dell'ISEE, ma si sottolinea l'importanza di presentarlo entro le scadenze previste per evitare di perdere eventuali agevolazioni.""",True
Qual è il requisito minimo di CFU richiesto per accedere ai benefici ER.GO?,"D. Il numero minimo di CFU richiesto è determinato dall'anno di prima immatricolazione all'università, indipendentemente dall'anno di corso a cui vieni ammesso.","D. Il numero minimo di CFU richiesto è determinato dall'anno di prima immatricolazione all'università, indipendentemente dall'anno di corso a cui vieni ammesso.",True
In quale delle seguenti date l'International Desk di Bologna sarà chiuso?,C. venerdì 29 marzo 2024,"D
    D
    venerdì 4 ottobre 2024",False
Quali sono i requisiti minimi per l'ammissione al terzo anno del corso di laurea in Astronomia?,B. 70 CFU riconoscibili di cui almeno 12 CFU nei SSD FIS,"D
    D. 30 CFU riconoscibili di cui almeno 12 CFU nei SSD MAT",False
"Per essere ammessi al secondo anno del Corso di Laurea in Chimica e Chimica dei Materiali, quali CFU sono necessari in totale?",A. 70 CFU,"D. 30 CFU.

    The context does not provide specific information about the total number of CFU required for the second year of the Chimica e Chimica dei Materiali course. However, it does specify that for the first year, 30 CFU are required, and it is independent of the year of course to which the student is admitted based on the recognized CFU. Therefore, for the second year, the minimum number of CFU required is the same as for the first year, which is 30 CFU.",False
Qual è la data limite per la presentazione della domanda di Abbreviazione di Corso per chi si immatricola in seguito ad una carriera chiusa?,D. 28 Novembre 2024,"D
    D. 28 Novembre 2024",True
"Per poter ottenere l'esenzione dal pagamento della contribuzione, gli studenti con certificazione di invalidità civile pari o superiore al 66% devono:",A. inviare il certificato attestante la loro condizione all'indirizzo email della segreteria studenti di scienze segscienze@unibo.it,A. inviare il certificato attestante la loro condizione all'indirizzo email della segreteria studenti di scienze segscienze@unibo.it,True
Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana?,A. 02/09/2024,A. 02/09/2024.,True
"Secondo il bando, qual è il numero minimo di crediti ECTS necessari per l'ammissione al secondo anno di un corso di laurea?",B. 30,B. 30,True
"Per l'ammissione al terzo anno di un corso di laurea, quanti punti vengono assegnati per ogni credito riconosciuto?",A. ½ punto,A. ½ punto,True
Entro quale data gli studenti recuperati devono iscriversi al corso?,C. 10 ottobre 2024,"C
    C. 10 ottobre 2024",True
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,A. 28 febbraio 2025,"D
    D. 7 ottobre 2024",False
"Secondo il bando, entro quale data deve essere presentata la domanda di passaggio di corso per gli studenti già iscritti ad altro corso di studio all'Università di Bologna?",A. 07/10/2024,"C
    The text of the correct answer is: 01/10/2024",False
Entro quale termine è possibile presentare un ricorso contro il provvedimento riguardante l'accreditamento dei corsi di studio?,D. 60 giorni dalla pubblicazione del bando,D. 60 giorni dalla pubblicazione del bando.,True
Qual è la conseguenza penale per chi fornisce dichiarazioni false nel modulo?,C.  È punito ai sensi del codice penale e delle leggi speciali in materia.,C.  È punito ai sensi del codice penale e delle leggi speciali in materia.,True
Quale dei seguenti link fornisce informazioni su come iscriversi agli anni successivi al primo anno di laurea in Matematica presso l'Università di Bologna?,B. http://www.unibo.it/it/didattica/iscrizioni-trasferimenti-e-laurea/iscriversi-anni-successivi-al-primo,B.,True
Quale tra le seguenti opzioni NON è un argomento trattato nella sezione dedicata alle iscrizioni ai corsi di laurea e laurea magistrale a ciclo unico?,D. Ottenere lo status di studente-atleta,"A
    (Since the topic of ""how to request a student loan"" is not mentioned in the provided context.)",False
"Quali sono le due risorse disponibili per gli studenti che desiderano approfondire l'equilibrio tra studio e lavoro, o la possibilità di abbreviare il percorso di studi?",D. Conciliare studio e lavoro e Abbreviazione di carriera,"D
    The text of the correct answer is:  Conciliare studio e lavoro e Abbreviazione di carriera",True
Quale tra questi aspetti NON è menzionato come parte dell'organizzazione e della qualità del corso di laurea in Matematica?,B. Servizi di orientamento,"C
    The text of the correct answer is: C. Indagine - Laureati magistrali in Matematica",False
Quali sono le conseguenze per gli studenti che non superano l'obbligo formativo aggiuntivo (OFA) entro la scadenza prevista?,C. Saranno iscritti all'anno accademico successivo come ripetenti all'anno di corso e dovranno ripetere la procedura prevista per il superamento dell'OFA.,C. Saranno iscritti all'anno accademico successivo come ripetenti all'anno di corso e dovranno ripetere la procedura prevista per il superamento dell'OFA.,True
"Secondo il regolamento, cosa succede agli studenti che non superano l'Obbligo Formativo Aggiuntivo (OFA) entro la scadenza prevista?",C. Saranno iscritti all'anno accademico successivo come ripetenti e dovranno ripetere la procedura per il superamento dell'OFA.,C. Saranno iscritti all'anno accademico successivo come ripetenti e dovranno ripetere la procedura per il superamento dell'OFA.,True
"Secondo il regolamento didattico, quali sono i criteri principali per il riconoscimento dei crediti formativi universitari acquisiti in corsi di studio di diversa classe presso università telematiche o estere?",D. Analisi del programma svolto e valutazione della congruità dei settori scientifico disciplinari e dei contenuti delle attività formative con gli obiettivi formativi del corso di studio.,"D
    The text of the correct answer is:  Analisi del programma svolto e valutazione della congruità dei settori scientifico disciplinari e dei contenuti delle attività formative con gli obiettivi formativi del corso di studio.",True
Quale aspetto viene considerato nella determinazione dei crediti assegnati alle attività formative?,D. Gli obiettivi formativi programmati,"D
    The text of the correct answer is: Gli obiettivi formativi programmati",True
Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale 'Servizi Online' dell'Università di Bologna?,A. AlmaEsami,"C
    The text of the correct answer is: Cedolini web",False
Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,B.  Incarichi extraistituzionali,"B
    The text of the correct answer is: Incarichi extraistituzionali",True
Quali sono le principali aree di focus per studenti che desiderano ottimizzare la propria esperienza universitaria?,"C. Ridurre i costi, utilizzare i servizi offerti e migliorare la qualità della vita durante gli studi","C
    The text of the correct answer is:  Ridurre i costi, utilizzare i servizi offerti e migliorare la qualità della vita durante gli studi",True
Quali sono i tre principali argomenti trattati nei video YouTube?,"C. Ridurre i costi del percorso universitario, utilizzare i servizi offerti e vivere al meglio durante gli studi","C
    The text of the correct answer is: Ridurre i costi del percorso universitario, utilizzare i servizi offerti e vivere al meglio durante gli studi",True
Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,D. myUniBo,"B
    The text of the correct answer is: App Studenti",False
Quale delle seguenti NON è una competenza associata alla funzione di 'Esperto matematico'?,A. Capacità progettuali e di pianificazione,"D
    The text of the correct answer is: D. Esperienza pratica in ambito legale",False
Quale giorno della settimana è possibile contattare il servizio di orientamento telefonicamente?,"C. Lunedì, Mercoledì e Venerdì","C. Lunedì, Mercoledì e Venerdì.",True
In quale orario è possibile contattare il servizio di orientamento per studenti internazionali?,D. Venerdì dalle 10:00 alle 11:00,"C
    The text of the correct answer is: Martedì dalle 14:30 alle 16",False
In quale orario è possibile contattare il servizio di orientamento per lavoro tramite telefono?,"C. Lunedì, Martedì, Giovedì e Venerdì dalle 10:00 alle 12:00","C
    The text of the correct answer is: Lunedì, Martedì, Giovedì e Venerdì dalle 10:00 alle 12:00",True
"Secondo il corso di laurea in Matematica, quali sono le principali abilità che il laureato dovrebbe possedere per applicare le proprie conoscenze?","A. Padronanza del linguaggio e del ragionamento matematico, capacità di analisi e sintesi, capacità di formalizzare e risolvere problemi matematici semplici.",A.,True
Quale abilità NON è specificamente menzionata come obiettivo del corso di laurea in Matematica?,B. Capacità di programmazione in linguaggi informatici,"D
    The text of the correct answer is: Capacità di adattare le conoscenze acquisite a contesti lavorativi specifici",False
Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,"B
    The text of the correct answer is: Liste di distribuzione",False
Quale servizio online NON è disponibile per gli studenti dell'Università di Bologna?,D.  IRIS - Archivio produzione scientifica,"C
    The text of the correct answer is:  C U-Web Reporting - Reportistica Contabile Progetti",False
Come possono gli studenti conoscere le opinioni degli studenti che frequentano il Corso di Laurea in Matematica a Bologna?,C. Guardando un video su YouTube,"C
    Guarding a video on YouTube.",True
Quale dei seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaEsami,"D
    The text of the correct answer is:  AlmaEsami",True
Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,C. UniboImmagine,"B
    The text of the correct answer is: Concilium",False
Quando è indicativamente possibile verificare gli importi delle tasse universitarie per il nuovo anno accademico?,B. Dal 25 luglio,B. Dal 25 luglio,True
Quando è indicativamente possibile verificare gli importi delle tasse universitarie per l'anno accademico in corso?,A. Dal 25 luglio,A. Dal 25 luglio,True
Quale informazione NON è disponibile sul sito web?,C. Note legali,"A
    The text of the correct answer is: Informazioni sul trattamento dei dati personali",False
Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale online dell'Università di Bologna?,B. Incarichi extraistituzionali,"B
    The text of the correct answer is: Incarichi extraistituzionali",True
Quali sono i codici dei piani didattici disponibili per l'anno accademico 2024/2025?,B. 6061 e 8010,B. 6061 e 8010.,True
Quale codice identifica il piano didattico per gli studenti immatricolati nell'anno accademico 2024/25 nel corso di laurea in Matematica?,B. 6061,6061.,False
Quali opportunità di finanziamento per gli studi sono disponibili per gli studenti presso l'Università di Bologna?,"C. ER.GO: diritto agli studi, incentivi per lo studio, borse di studio per studenti internazionali, prestito fiduciario UniCredit ad Honorem","A
    ER.GO: diritto agli studi, incentivi per lo studio, prolungamento della durata degli studi - Studente a tempo parziale, prestito fiduciario UniCredit ad Honorem",False
Quale tra queste opzioni NON è un'opportunità per i laureati in matematica dell'Università di Bologna?,B. Prepararsi al mondo del lavoro,"A
    The text of the correct answer is: A. Agevolazioni per cinema, musei e teatri",False
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,A. AlmaEsami,"B
    The text of the correct answer is: Bacheca offerte di lavoro",False
Quali sono i codici dei piani didattici disponibili per il corso di laurea in Matematica nell'anno accademico 2024/2025?,B. 6061 e 8010,"B
    The text of the correct answer is: 6061 e 8010",True
"Secondo i dati forniti, quale percentuale di laureati del corso di Matematica lavora attualmente?",D. 6%,C. 93%,False
Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,B. AlmaEsami,"A
    The text of the correct answer is: Servizi bibliotecari",False
Quale dei seguenti servizi NON è elencato come disponibile per gli studenti dell'Università di Bologna?,B. UniboImmagine,"B
    The text of the correct answer is: UniboImmagine",True
Chi è responsabile della proposta e del sostegno delle istanze degli studenti del Corso?,C. I rappresentanti degli studenti eletti periodicamente,"A. Il Consiglio di Corso, composto da professori e studenti.",False
"Oltre a Instagram, su quale altra piattaforma social l'Università di Bologna è presente?",D. TikTok,"A, B, D.
    The text of the correct answer is: A, Facebook; B, Pinterest; D, TikTok.",False
Quale tra i seguenti servizi online è specificamente menzionato per gli studenti della facoltà di Matematica all'Università di Bologna?,A. AlmaEsami,A. AlmaEsami,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,C.  Concilium,"A
    The text of the correct answer is: UniboImmagine",False
Qual è il principale compito della Commissione di Accertamento della Qualità del Corso di studio?,A. Supportare il Coordinatore nel presidio delle procedure di accertamento di qualità e nella diffusione della cultura della qualità.,A. Supportare il Coordinatore nel presidio delle procedure di accertamento di qualità e nella diffusione della cultura della qualità.,True
Quale tra le seguenti NON è una responsabilità della Commissione di gestione AQ del Corso di studio?,"D. Formulare pareri sull'istituzione, attivazione, modifica e soppressione dell'offerta formativa.","D
    (Definire la dotazione finanziaria per il Corso di studio in base alle esigenze espresse dalla Commissione Paritetica Docenti-Studenti is NOT a responsibility of the Commission of Management AQ of the Course of Study.)",True
Quante app sono disponibili per gli studenti dell'Università di Bologna?,C. Quattro,"C
    The text of the correct answer is:  Quattro",True
Quale docente ha pubblicato l'ultimo avviso il 2022-09-22?,C. Elisa Ercolessi,"C
    Elisa Ercolessi",True
Quale docente è stato nominato professore ordinario nel 2021?,B. Antonella Grassi,"B
    The text of the correct answer is: Antonella Grassi",True
In quale anno è stato pubblicato l'ultimo avviso?,D. 2010,"D
    The text of the correct answer is: 2010",True
Quali sono gli ambiti di specializzazione offerti al terzo anno del corso di laurea per integrare la formazione in relazione agli interessi degli studenti?,"B. statistica, intelligenza artificiale, ricerca operativa, crittografia, logica","B. statistica, intelligenza artificiale, ricerca operativa, crittografia, logica",True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,C. AlmaEsami,"D
    The text of the correct answer is:  UniboStore",False
Quale tra questi servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. U-Web Reporting - Reportistica Contabile Progetti,"B. La mia e-mail Studenti.
    The text of the correct answer is: La mia e-mail Studenti.",False
Quali sono le piattaforme social su cui è possibile seguire l'Università di Bologna?,"C. Instagram, TikTok, YouTube, Telegram, LinkedIn, Facebook, Twitter e Spreaker","B
    The text of the correct answer is: Instagram, TikTok, YouTube, Facebook, Twitter e LinkedIn",False
Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,"B
    The text of the correct answer is: Servizi bibliotecari",False
Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,D. UniboImmagine,"B
    The text of the correct answer is: Concilium",False
Quale tipo di corso NON richiede una corrispondenza specifica con un insegnamento italiano per il riconoscimento dei crediti?,C. Corsi Liberi,"C
    Corsi Liberi",True
"Per i Corsi Opzionali di ambito matematico, quanti crediti possono essere riconosciuti per un esame superato presso una sede esterna?",C. Un numero di crediti corrispondente a quello dell'insegnamento di ambito matematico presso la sede esterna.,C. Un numero di crediti corrispondente a quello dell'insegnamento di ambito matematico presso la sede esterna.,True
Entro quale data deve essere comunicata la scelta del tirocinio per un progetto di Dipartimento?,A. 15 ottobre o 15 marzo,A. 15 ottobre o 15 marzo.,True
Quando è necessario consegnare la documentazione relativa al tirocinio per l'approvazione da parte della commissione?,"B. Prima di ogni appello di laurea, circa un mese prima della data di laurea.","B. Prima di ogni appello di laurea, circa un mese prima della data di laurea.",True
"Secondo il corso di laurea in Matematica, quali sono le principali attività che contribuiscono allo sviluppo dell'autonomia di giudizio negli studenti?",B. Le attività di esercitazione e di laboratorio,"B
    Le attività di esercitazione e di laboratorio",True
Quale delle seguenti affermazioni descrive meglio il modo in cui il corso di laurea in Matematica aiuta gli studenti a sviluppare le loro capacità comunicative?,"D. Gli studenti sviluppano le loro capacità comunicative attraverso un approccio didattico interattivo che include esercitazioni, lavoro di gruppo e presentazioni.","D
    The text of the correct answer is: Gli studenti sviluppano le loro capacità comunicative attraverso un approccio didattico interattivo che include esercitazioni, lavoro di gruppo e presentazioni.",True
Quanti crediti formativi (CFU) devono essere scelti obbligatoriamente tra i corsi proposti nel piano didattico?,B. 12,12.,False
Quale delle seguenti affermazioni descrive più accuratamente l'obiettivo del corso di studi in matematica riguardo alla formazione professionale degli studenti?,"C. Fornire una solida base matematica e competenze applicabili in settori ad alto contenuto tecnologico, come l'industria, il mondo finanziario e i servizi.","C
    The text of the correct answer is: Fornire una solida base matematica e competenze applicabili in settori ad alto contenuto tecnologico, come l'industria, il mondo finanziario e i servizi.",True
Chi è responsabile della verifica della formazione in materia di sicurezza per gli studenti in tirocinio presso Soggetti esterni?,A. Le Aziende/Enti ospitanti,A. Le Aziende/Enti ospitanti.,True
Quale dei seguenti servizi online è specificamente menzionato per gli studenti dell'Università di Bologna?,C. AlmaEsami,C. AlmaEsami,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,B. UniboImmagine,"A
    The text of the correct answer is: Concilium",False
Dove si trovano le informazioni sull'idoneità di lingua inglese per il primo anno del corso di laurea in Matematica?,D. Nella pagina del Centro Linguistico di Ateneo (Cilta),"D
    The text of the correct answer is: Dil Cilta (Centro Linguistico di Ateneo)",True
"Per ottenere il riconoscimento di un titolo equipollente in Lingua e Letteratura Italiana, a quale pagina web bisogna fare riferimento?",A. http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Certificazioniequipollenti.htm,"A
    The text of the correct answer is: http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Certificazioniequipollenti.htm",True
Quale dei seguenti servizi online è specificamente menzionato per gli studenti della facoltà di Matematica all'Università di Bologna?,A. AlmaEsami,A. AlmaEsami.,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. Concilium,"B
    (UniboImmagine is not mentioned in the context)",False
Per quali insegnamenti è necessario contattare il docente via email per fissare un appuntamento per gli esami?,"C. ANALISI FUNZIONALE 1, INTRODUZIONE AL CALCOLO SCIENTIFICO/MATEMATICA COMPUTAZIONALE e TOPOLOGIA ALGEBRICA 1","C
    (Answer: ANALISI FUNZIONALE 1, INTRODUZIONE AL CALCOLO SCIENTIFICO/MATEMATICA COMPUTAZIONALE e TOPOLOGIA ALGEBRICA 1)",True
Quando è possibile iscriversi all'appello orale di  '02023 CALCOLO NUMERICO SIMONCINI VALERIA'?,A. Dal 5 settembre 2024 al 28 settembre 2024,C. Dal 19 settembre 2024 al 6 ottobre 2024.,False
In quale aula si terrà l'esame di 'GEOMETRIA 2' con il professore Mongardi Giovanni?,B. Aula Cremona,B. Aula Cremona.,True
Qual è l'importo dell'indennità da pagare se si presenta la domanda di laurea oltre il termine ordinario ma entro la scadenza tardiva con mora?,"B. 100,00 €","B
    The text of the correct answer is: 100,00 €",True
In quale periodo si svolgono le sessioni d'esame autunnale per l'anno accademico 2023/2024?,C. Fino al 13 settembre 2024,"D
    The text of the correct answer is: Dal 8 gennaio 2024 al 16 febbraio 2024",False
Quale dei seguenti servizi online è specificamente dedicato alla gestione degli esami per gli studenti dell'Università di Bologna?,C. AlmaEsami,C. AlmaEsami.,True
In quale anno accademico è disponibile il piano didattico per il corso di laurea in Matematica con codice 6061?,D. 2024/2025,"D
    (2024/2025)",True
