domanda,risposta_gold,risposta
Qual è la differenza tra Seduta di laurea e Proclamazione?,La Seduta di Laurea e la cerimonia di proclamazione si svolgono in due momenti distinti. Per la Seduta di laurea non è prevista la partecipazione dei laureandi; consiste nella valutazione dell'elaborato da parte della commissione. Invece la cerimonia di proclamazione è un momento che coinvolge i laureandi su base volontaria. ," La Seduta di laurea non richiede la partecipazione dei laureandi e si svolge in appuntamenti specifici, mentre la proclamazione è un evento non obbligatorio che si svolge in occasione della cerimonia di laurea. La proclamazione serve a condividere il percorso accademico con la comunità e le famiglie, ma non ha valore legale.
"
La tesi viene discussa?,"No, non è prevista la discussione della tesi di laurea."," No, non è prevista la discussione della tesi di laurea."
Quali sono i requisiti di laurea?,Per poterti laureare devi soddisfare per tempo i requisiti di ammissione: Aver sostenuto e verbalizzato tutti gli esami previsti dal tuo piano di studi; Essere in regola con il pagamento delle tasse; Aver caricato la tesi in formato pdf su studenti online; Aver compilato il questionario AlmaLaurea su studenti online.," Per laurearsi sono richiesti:

1. Diploma di scuola media superiore di durata quadriennale e relativo anno integrativo o, ove non più attivo, il debito formativo assegnato.
2. Conoscenza della lingua italiana buona, della lingua inglese al livello A2 del quadro Europeo e delle conoscenze di base per studenti di corsi di laurea.
3. Possesso di almeno 45 University credits.
4. Presentazione di un motivazionale lettera, che può essere in inglese o spagnolo.
5. Per studiosi interessati a chiedere il riconoscimento, bisogna avere un titolo di studio che consenta l’accesso all’università e soddisfare il requisito di conoscenza della lingua italiana.

Nota: I requisiti specifici possono variare a seconda del corso di laurea scelto, come indicato sul sito del corso di studio prescelto."
Posso scegliere con relatore/relatrice anche un docente che non insegna a SVIC?,"Sì, è possibile avere come relatore/relatrice qualsiasi docente UniBo, purchè abbia almeno un insegnamento attivo nell'a.a. corrente. L'insegnamento deve essere ritenuto compatibile con SVIC."," Sì, puoi scegliere un docente che non insegna a SVIC purché abbia almeno un insegnamento attivo nell'anno corrente e lo insegnamento sia compatibile con SVIC."
Il Corso di Laurea prevede l’obbligo di frequenza? E’ possibile sostenere gli esami non partecipando alle lezioni?,Nessun insegnamento attivato prevede l'obbligo di frequenza. È possibile sostenere tutti gli esami senza frequentare le lezioni. Per eventuali modifiche relative alla natura del programma d’esame fare riferimento al sito appositamente dedicato.," No, nessun insegnamento attivato prevede l'obbligo di frequenza. È possibile sostenere tutti gli esami senza frequentare le lezioni. Tuttavia, per eventuali modifiche alla natura del programma d’esame si dovrà fare riferimento al sito appositamente dedicato."
E' possibile seguire le lezioni online?,"Per l'a.a. 2023/24 non è più possibile seguire le lezioni online, così come dare gli esami a distanza. Fanno eccezione casistiche specifiche o decisioni di singoli professori."," Per il 2023/2024 non è più possibile seguire le lezioni online. Fanno eccezione casistiche specifiche o decisioni di singoli professori. È possibile seguire l'evento online collegandosi a un link specifico. (Non è possibile fornire una statistica o un numero specifico dal contesto dato.)

In italiano: Per l'anno accademico 2023/2024 non è più possibile seguire le lezioni online. Fanno eccezioni specifiche o decisioni dei singoli professori. È possibile seguire l'evento online collegandosi a un link specifico: https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZWUzNWZjY2QtM2Y1NC00NmVhLTkxZjItMTZkNjNiNzI4ODQ2%40thread.v2/0?context=%7b%22Tid%22%3a%22e99647dc-1b08-454a-bf8c-699181b389ab%22%2c%22Oid%22%3a%22adb4415f-2640-4b7d-a847-5f339bedf6f4%22%7d. (Non è possibile fornire una statistica o un numero specifico dal contesto dato.)"
"Come, dove e quando si possono reperire i libri di testo?",Tutto il materiale utile alla preparazione degli esami è indicato dal docente sulla pagina dedicata all’insegnamento. Non è necessario acquistare alcun libro di testo prima dell’inizio delle lezioni. Tutti i libri di testo sono reperibili presso le biblioteche dei Dipartimenti di Scienze Economiche e di Scienze Statistiche., I libri di testo possono essere reperiti presso le biblioteche dei Dipartimenti di Scienze Economiche e di Scienze Statistiche. Non è necessario acquistarli prima dell'inizio delle lezioni.
Cosa sono gli OFA?,"Per immatricolarti ai Corsi di Laurea e Laurea Magistrale a ciclo unico sono richieste alcune conoscenze di base. La verifica delle conoscenze attraverso il TOLC-E ha l’obiettivo di verificare che tu non abbia carenze significative nelle particolari discipline di cui è richiesta un'adeguata preparazione per affrontare con profitto il corso di studio prescelto. La verifica delle conoscenze è solitamente un test o una prova. Nel caso in cui dalla verifica emergessero lacune in uno o più argomenti ti potrai comunque iscrivere, ma dovrai svolgere alcune attività supplementari, denominate appunto Obblighi Formativi Aggiuntivi (OFA)."," Gli OFA sono Obblighi Formativi Aggiuntivi, costituiti da attività supplementari che lo studente deve svolgere se non possiede le conoscenze di base richieste dal Corso di Laurea o Magistrale. La verifica delle conoscenze ha l'obiettivo di verificare che non vi siano carenze significative nelle discipline specifiche necessarie per affrontare con profitto il corso di studio prescelto. Per superare gli OFA, gli studenti devono frequentare corsi tenuti da tutor e superare una prova. La frequenza non è obbligatoria ma fortemente consigliata."
Come fare per assolvere gli OFA?,L’obbligo formativo nelle competenze logico-matematiche e/o di quelle di lingua italiana si considera assolto quando lo studente abbia superato la relativa prova. Vengono organizzati dei corsi tenuti da Tutor per aiutare nella preparazione della prova. La frequenza non è obbligatoria ma fortemente consigliata.," Per assolvere gli OFA, è organizzato un corso tenuto da un tutor. La frequenza di questi corsi non è obbligatoria ma fortemente consigliata. Inoltre, lo studente può utilizzare l'Applicativo AlmaMathematica, disponibile tra fine giugno/inizio luglio e settembre, per sostenere una prova di assolvimento. La prova è finalizzata entro il 31 marzo 2026. Se non si supera la prova, si deve iscriversi come ripetente."
Entro quando è possibile assolvere gli OFA?,Per gli studenti iscritti all’anno accademico 22/23 la scadenza per il conseguimento dell’OFA è posticipata al 31 marzo 2024., Entro il 31 marzo 2025
Come funziona l’attività di supporto per l’assolvimento degli OFA di matematica?,Sono organizzate attività di tutorato in cui gli studenti avranno la possibilità di sostenere una prova di assolvimento dell’OFA attraverso l’Applicativo AlmaMathematica che sarà organizzata tra fine giugno/inizio luglio e settembre. Durante il periodo di tutorato lo studente ha la possibilità di esercitarsi attraverso l’applicativo AlmaMathematica. E’ fortemente consigliata la frequenza al tutorato.," Gli studenti iscritti all'anno accademico 22/23 possono assolvere gli OFA di matematica attraverso attività di tutorato organizzate tra fine giugno/inizio luglio e settembre. Queste attività si svolgono tramite l'Applicativo [AlmaMathematica](http://almaorienta.unibo.it/AlmaMathematica?target=futuri-studenti), dove gli studenti possono studiare e sostenere la prova. La frequenza di questi corsi non è obbligatoria ma fortemente consigliata."
Quali sono gli ambiti in cui è possibile avere un supporto per gli studenti con disabilità e con DSA?,"- Adattamento delle lezioni: È possibile registrare le lezioni, chiedere i materiali e le slide in anticipo o cambiare, ove possibile, l'aula di lezione se non è accessibile.
- Tutorato per lo studio: Il servizio è gestito tramite tutor alla pari (studenti di Laurea Magistrale) che supportano nella preparazione degli esami. 
- Materiale didattico in formato alternativo: Contattare: abis.testidigitali@unibo.it
- Sostenere esami: È possibile concordare delle agevolazioni per sostenere gli esami di profitto (sono necessari 15 giorni di preavviso rispetto alla data dell’appello).
- Adattamenti idoneità linguistica: CLA : È possibile concordare delle agevolazioni (es. tempo aggiuntivo del 50%, tutor lettore e/o scrittore) con un preavviso di almeno 15 giorni."," Gli ambiti in cui è possibile avere un supporto per gli studenti con disabilità e con DSA includono:

1. **Adattamento delle lezioni**: Gli studenti possono registrare le lezioni, chiedere i materiali e le slide in anticipo o cambiare lallezione se non è accessibile.
2. **Tutorato per lo studio**: Gli studenti possono iscriversi a corsi di laurea e richiedere adattamenti e supporti necessari, come assistenza per la lettura del testo, calcolatrice non scientifica, e altri ausili.

Queste informazioni si basano sui documenti di supporto forniti, che menzionano i servizi e le procedure per gli studenti con disabilità e DSA presso l'Università di Bologna."
Quando si compila il piano di studi?,"Ci sono due finestre annue di apertura per la compilazione, indicativamente tra ottobre-novembre e febbraio-marzo."," Il piano di studi deve essere compilato e presentato entro specifici periodi di tempo indicati nel servizio Studenti Online, ovvero dal 30 settembre al 22 novembre 2024 e dal 3 febbraio al 21 marzo 2025. È importante notare che questi periodi sono attivi solo quando è consentita la presentazione."
Che cos’è il piano di studi e chi deve presentarlo?,"Il piano di studio è l'insieme di tutti gli esami che devi sostenere per poterti laureare. Alcuni esami sono obbligatori, mentre altri sono a scelta. Va presentato quando il piano didattico prevede un gruppo di scelta, nel caso di SVIC gli studenti del primo anno non lo devono presentare, mentre gli studenti del secondo e terzo anno sì.
Nota bene: La mancata presentazione del piano di studi prevede l’inserimento degli esami a scelta individuati annualmente nel piano di studi statutario. Tali esami possono eventualmente essere sostituiti dallo studente nei tempi indicati dall’amministrazione."," Il piano di studi è l'insieme di tutti gli esami che un studente deve sostenere per laurearsi. Può presentare il piano di studi chi è regolarmente iscritto, in regola con il pagamento delle tasse universitarie e in possesso del permesso di soggiorno in corso di validità, incluso chi è iscritto in fuori corso, ma solo se intende laurearsi a partire dal primo appello estivo 2025. Chi si immatricola in seguito a Decadenza, Passaggio, Opzione o proviene da Trasferimento e deve convalidare degli esami sostenuti in precedenza, deve presentare il piano di studi con modulo cartaceo.
"
"Ho già presentato il piano di studi online ma vorrei apportare delle modifiche, posso farlo?","Sì, il piano di studi può essere modificato più volte nel periodo di apertura. Non è possibile modificarlo se è già scaduto il termine previsto. Gli studenti che si iscrivono fuori corso possono modificare il piano di studi solo se intendono laurearsi a partire dal primo appello estivo. Chi ritiene di potersi laureare entro la sessione di marzo dell'anno successivo non può modificare il piano di studi."," Gli studenti possono effettuare modifiche solo una volta al loro piano di studi online, ma non più di 3 modifiche nell'intera durata della mobilità. Se intendi laurearsi a partire dal primo appello estivo 2025, potrai modificare il piano di studi. Tuttavia, chi ritiene di potersi laureare entro la sessione di marzo 2024 non può modificare il piano di studi.

Inoltre, gli studenti iscritti in fuori corso dal secondo anno non possono più modificare il piano degli studi.

Se hai bisogno di modificare il piano di studi, è necessario inviare una copia dell'email a didatticasociale.svic@unibo.it e seguire la procedura indicata. Aspetta le prime settimane di lezione per effettuare le modifiche, poiché gli orari e i programmi dei corsi potrebbero subire dei cambiamenti.

Ricorda che una volta compilati e inviati i moduli richiesti, dovrai attendere l'approvazione del coordinatore di Corso e la caricatura online da parte della Segreteria di SVIC.

Se non sei sicuro o hai dubbi, partecipa agli incontri online organizzati per presentare il percorso e chiarirne le caratteristiche."
Chi deve presentare il piano di studi con modulo cartaceo?,"Chi intende sostenere un esame relativo ad un insegnamento non previsto tra quelli individuati dal Consiglio di Corso di Studio deve presentare una richiesta al Consiglio nei termini previsti dall’amministrazione presentando il piano di studi con modulo cartaceo. Il Consiglio valuterà la coerenza della scelta con il percorso formativo dello studente. Vedi domanda 5 e 6. Inoltre deve presentare il modulo cartaceo chi proviene da Trasferimento, Passaggio, Opzione e chi si immatricola in seguito a Decadenza, o a Rinuncia, o come Laurea successiva alla prima e deve convalidare degli esami sostenuti in a.a. precedenti."," Chi proviene da Trasferimento, Passaggio, Opzione e chi si immatricola in seguito a Decadenza, o a Rinuncia, o come Laurea successiva alla prima, deve presentare il piano di studi con modulo cartaceo."
Posso inserire nel piano di studi un insegnamento di un altro dipartimento?,"Sì, tra i CFU a scelta libera si può scegliere un insegnamento appartenente ad un qualsiasi Corso di laurea triennale (n.b. non è possibile sceglierlo da un Corso di laurea a ciclo unico). Ma è necessario che sia valutato coerente con il proprio Corso di appartenenza. Vedi domanda 6 per conoscere la procedura."," No, è necessario prima chiedere una approvazione formale all'Ufficio di Mobilità Internazionale. Se l'approvazione viene concessa, è necessario seguire la procedura indicata, che può includere la compilazione e lalle invio di moduli. La finestra di compilazione per gli insegnamenti di lingua si apre il 2 ottobre 2023."
Cosa devo fare per inserire in piano di studi un insegnamento di un altro Corso?,"Se vuoi inserire in piano di studio che non appartiene a SVIC, ma ad un altro dipartimento è necessario seguire una procedura specifica. Innanzitutto è necessario rivolgersi alla Segreteria del Corso dal quale si vuole scegliere l'insegnamento e chiedere il nulla-osta per l'inserimento. Se questo viene concesso è necessario inviare copia dell'email a didatticasociale.svic@unibo.it e seguire la procedura che verrà indicata. Una volta compilati e inviati a didatticasociale.svic@unibo.it i moduli richiesti bisognerà attendere l'approvazione del coordinatore di Corso. Successivamente la Segreteria di SVIC provvederà a caricare il piano di studi online."," Per inserire un insegnamento di un altro corso, devi prima rivolgerti alla Segreteria del corso scelto e chiedere il nulla-osta. Se ottenuto, invia una copia dell'email a didatticasociale.svic@unibo.it e seguire la procedura indicata. Una volta compilati e inviati i moduli a didatticasociale.svic@unibo0.it.
"
Non riesco a compilare il piano di studi online: a chi devo rivolgermi?,"Prima di tutto occorre verificare di essere in regola con il pagamento delle tasse universitarie: se non si è in regola con il pagamento non è possibile presentare il piano di studi. Si ricorda che chi proviene da Trasferimento, Passaggio, Opzione e chi si immatricola in seguito a Decadenza, o a Rinuncia, o come Laurea successiva alla prima e deve convalidare degli esami sostenuti in a.a. precedenti, deve presentare il piano di studi con modulo cartaceo. Se non rientri nei casi elencati: contattare la Manager Didattica del corso, via mail didatticasociale.svic@unibo.it o al numero 051/2092823."," Se hai bisogno di chiarimenti, puoi contattare Sofia Fabbri tramite e-mail: sofia.fabbri16@unibo.it. In alternativa, puoi inviare una copia del messaggio a didatticasociale.svic@unibo0.it. Assicurati di seguire la procedura indicata."
"Se ho modificato il mio piano di studi inserendo dei nuovi corsi, qual è la prima sessione utile per poter sostenere gli esami associati?","Prima di poter sostenere un esame bisogna aver acquisito la frequenza del corso associato. Quindi, in generale, la prima sessione utile per sostenere un esame è quella immediatamente successiva all'erogazione del corso associato, dal momento in cui l'esame è stato inserito nel piano di studio."," La prima sessione utile per sostenere gli esami associati è quella immediatamente successiva all'erogazione del corso associato. Tuttavia, se hai modificato il piano di studi inserendo nuovi corsi, è importante contattare la Manager Didattica del corso per sapere le nuove tempistiche. Puoi contattare via email [didatticasociale.svic@unibo.it](mailto:cristina.arenare2@unibo.it) o telefonicamente al numero 051/2092823.

Nota: gli orari e i programmi dei corsi potrebbero subire dei cambiamenti nei giorni precedenti l’inizio del semestre, quindi è consigliabile aspettare le prime settimane di lezione prima di effettuare modifiche al Learning Agreement. Non sono accettate più di 3 modifiche al Learning Agreement nell’intera durata della mobilità."
Posso inserire un esame in piano di studi a ottobre e sostenerlo a gennaio anche se le lezioni si svolgono nel secondo semestre?,"No, perché gli esami non possono essere sostenuti prima che si siano svolte le lezioni di quella materia dell’anno accademico in cui l’esame viene inserito in piano di studi."," No, non puoi inserire un esame da ottobre per essere sostenuto a gennaio se le lezioni si svolgono nel secondo semestre. Gli esami devono essere inseriti nel piano di studi quando il corso è già in corso, secondo il calendario delle lezioni. In caso di mancanza di posti nel corso, saranno assegnati al gruppo di un altro corso.
"
Ho nel mio piano di studio un esame che adesso risulta essere uno dei moduli di in corso integrato. Posso ancora sostenerlo?,"Se l'esame è stato inserito nel piano di studio quando il corso non era un modulo, ma un corso a sé stante, lo studente ha sempre il diritto a sostenerne l'esame e registrarlo come tale."," No, non puoi ancora sostenerlo. Secondo il contesto, non è possibile inserire singoli moduli di un corso integrato nel piano di studi. Fanno eccezione gli studenti _Erasmus Incoming._"
"Se intendo laurearmi a marzo, posso cambiare il piano di studi in ottobre dell’anno solare precedente?","No, perché per cambiare il piano di studi è necessario iscriversi all’anno accademico in corso e questo è incompatibile con la laurea nella terza sessione dell’anno accademico precedente (ovvero Marzo)."," No, non puoi modificare il piano di studi in ottobre dell'anno solare precedente se intendi laurearti a marzo. Secondo il contesto, chi intende laurearsi entro la sessione di marzo dell'anno successivo non può modificare il piano di studi. La possibilità di modificare il piano di studi è prevista solo per gli studenti fuori corso che intendono laurearsi a partire dal primo appello estivo."
Posso inserire un esame in piano di studi a febbraio e sostenere l’esame a maggio anche se le lezioni si sono svolte al primo semestre?,Sì.," No, non puoi inserire un esame in piano di studi a febbraio e sostenere l'esame a maggio se le lezioni si sono svolte al primo semestre. Gli esami devono essere sostenuti dopo che si sono svolte le lezioni, come indicato nel contesto che gli esami non possono essere sostenuti prima che si siano svolte le lezioni della materia."
Posso cambiare il piano di studi se sono fuori corso?,"Sì, ma solo nel primo anno di fuori corso con le stesse regole degli altri studenti. Negli anni fuori corso successivi il piano di studi non è modificabile."," Sì, puoi modificare il piano di studi se sei fuori corso, ma solo nel primo anno. Negli anni fuori corso successivi la modifica non è possibile. Questo è basato sulle informazioni fornite nel contesto, dove si afferma: ""Sì, ma solo nel primo anno di fuori corso con le stesse regole degli altri studenti. Negli anni fuori corso successivi il piano di studi non è modificabile."""
"Un corso mi interessa, ma è un modulo di un corso integrato. Posso inserire solo questo modulo nel mio piano di studi?","No, non è possibile inserire singoli moduli di un corso integrato nel piano di studi. Fanno eccezione gli studenti Erasmus Incoming."," No, non è possibile inserire singoli moduli di un corso integrato nel piano di studi. Fanno eccezione gli studenti Erasmus Incoming. Questo è riportato nella pagina www.unibo.it/iscrizionecorso.
"
"Svolgerò un periodo di studi all’estero (Erasmus, Overseas…), devo presentare il piano di studi?","Il piano di studi deve essere presentato secondo le modalità e le scadenze previste per il corso di studi, indipendentemente dal periodo di mobilità. In sede di compilazione, è possibile scegliere esami Unibo non corrispondenti a quelli che si intendono sostenere all’estero e che eventualmente non hanno una corrispondenza precisa presso Unibo, purché questi siano esami a scelta libera. Si richiede invece una maggiore corrispondenza nel caso in cui gli esami da sostenere nel periodo all’estero facciano parte del gruppo di esami obbligatori presenti nel rispettivo piano di studi. Qualora l’esame non venga sostenuto nel periodo di studi all’estero si renderà necessario sostenere il suo corrispettivo, inserito nel piano di studi originario, una volta rientrati presso l’Ateneo di Bologna."," Sì, dovrai presentare il piano di studi per il periodo di Erasmus o mobilità all'estero. Il piano dovrà includere un elenco di attività individuate presso la sede partner (non definitivo), motivazioni accademiche e culturali, eventuali esperienze di studio/lavoro all'estero, eventuale certificato lingua e altre eventuali attestazioni. Presentare questo piano è necessario anche per la compilazione del Learning Agreement e per mostrare i documenti, come il permesso di soggiorno, presso la Segreteria Studenti di Bologna o del tuo campus."
